baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
ENSMUSG00000086119.2	776.221837296107	2.29467884012729	0.461800660847959	2.80354479733744	0.00505442100945915	0.0201202551420266	RP23-162D3.2
ENSMUSG00000052748.14	4153.05078282848	-1.62583039948983	0.223237064738221	-2.80343409918829	0.00505615641170359	0.0201240095602762	Swt1
ENSMUSG00000022792.16	2869.54099792043	-1.45414298265357	0.16207001648301	-2.80214065814685	0.00507647349350334	0.0202017081636344	Yars2
ENSMUSG00000114629.1	7.79632197960045	-4.3951503363809	1.21184195271842	-2.8016444956084	0.00508428666750048	0.020229631209458	RP23-471F12.5
ENSMUSG00000030127.15	7946.6347227309	-1.45266187692741	0.161591720300912	-2.8012690011869	0.00509020688001461	0.0202500148722398	Cops7a
ENSMUSG00000060204.5	7.29526429571981	4.51184005736692	1.25384721815944	2.80085165601121	0.00509679424128193	0.0202730458068904	AC122733.3
ENSMUSG00000047909.11	3862.19206874089	1.35249620348873	0.125869923206115	2.8004800075353	0.00510266681262654	0.0202906628105129	Ankrd16
ENSMUSG00000060206.11	18853.7326164511	1.65347559459166	0.233344950610267	2.80047026037042	0.00510282091388356	0.0202906628105129	Zfp462
ENSMUSG00000062365.4	10.4193030567471	-3.80995394821203	1.00346725285799	-2.8002447914558	0.00510638671884463	0.020301663647734	RP23-387P23.2
ENSMUSG00000038058.14	721.08826768815	-2.50507181430933	0.537581162940631	-2.79971084938395	0.00511484002972321	0.0203320894514866	Nod1
ENSMUSG00000001247.16	4711.32391933922	-2.73481056129829	0.619651778684158	-2.7996539685276	0.00511574130611574	0.0203324902075803	Lsr
ENSMUSG00000097252.1	3.73778254046561	-5.23444184338957	1.51257689814332	-2.79948863994109	0.00511836175029745	0.0203397225937587	Gm6634
ENSMUSG00000027801.7	6.15117477213486	5.20612225777044	1.50278363572013	2.79888744979238	0.0051279007933048	0.0203744420539239	Tm4sf4
ENSMUSG00000089812.2	73.4664233330815	-2.81321253311733	0.647909920720495	-2.79855652017334	0.0051331584846645	0.0203921424255494	RP23-381K21.2
ENSMUSG00000029192.17	5892.12598478208	1.59511968336612	0.212663555085092	2.79840936134072	0.00513549805610184	0.0203969546810959	Tbc1d14
ENSMUSG00000029249.15	10605.1652432112	-1.88130398012576	0.314933709980492	-2.7983793166516	0.00513597583324631	0.0203969546810959	Rest
ENSMUSG00000083068.1	12.7484346230925	5.46560374839314	1.59641506421298	2.79726986326995	0.00515364675594755	0.0204607347995973	RP23-234N12.1
ENSMUSG00000104966.1	8.07303256217439	-4.4662385162314	1.23914483698168	-2.79728278146605	0.00515344068440917	0.0204607347995973	RP24-292F8.3
ENSMUSG00000042554.10	9.41107894569441	-3.64345191994539	0.945373465751061	-2.79619855613916	0.0051707622245828	0.0205254776162881	Zp3r
ENSMUSG00000087273.1	15.1944656356949	-4.38989953449234	1.21245752446979	-2.79589137440073	0.005175679302843	0.0205417859330492	RP23-331P21.7
ENSMUSG00000045104.8	118.9595218837	-1.86688912684621	0.310227189535691	-2.79436863075626	0.00520011640251479	0.0206355501859519	Gm5514
ENSMUSG00000024981.6	1766.09225213572	-2.27139210280226	0.455075018922683	-2.79380772386073	0.00520914411756378	0.020666472046138	Acsl5
ENSMUSG00000103538.3	5.8086049849429	5.10995200248284	1.47110616981326	2.79378340382091	0.0052095358651794	0.020666472046138	Olfr289-ps1
ENSMUSG00000084799.7	269.260373080108	1.72194073322047	0.258434860847675	2.79351141271144	0.00521391891648718	0.0206806299809011	Ino80dos
ENSMUSG00000109162.1	5.29946029747421	4.98731723234623	1.42781991772896	2.7925911263994	0.00522877376068319	0.0207363126143815	RP23-122E16.2
ENSMUSG00000079034.2	8.79531089574725	4.19060264757938	1.14333091392805	2.79062046579121	0.00526071194791624	0.0208597165452732	RP23-465O13.2
ENSMUSG00000049502.17	602.10436748897	-2.21465485643688	0.435344129626188	-2.79010275728273	0.00526913154622646	0.0208898408624471	Dtx3l
ENSMUSG00000022751.9	3803.44170901225	-1.68734732390933	0.246366250098475	-2.78994108825615	0.00527176329534585	0.0208970130251373	Nit2
ENSMUSG00000085067.2	25.7124270893904	3.64733689235819	0.948911111296068	2.78986815608295	0.0052729509192875	0.0208984594009708	RP23-305C1.1
ENSMUSG00000097668.2	6.84359243816905	5.34263176600335	1.55668048477077	2.78967444410586	0.00527610648916428	0.0209077037334262	RP24-448C16.1
ENSMUSG00000098915.1	62.4255734594666	-1.95610873839228	0.342875070904991	-2.78850467567885	0.00529519830646884	0.0209800861304968	Rpl15-ps2
ENSMUSG00000035226.5	992.651260584995	2.15333724624201	0.413696658117117	2.78788146728395	0.00530539516229211	0.0210172087519311	Rims4
ENSMUSG00000109727.1	73.5996007175786	1.82811015846002	0.297056423048855	2.78772009021272	0.0053080384824106	0.0210244012929536	RP24-225A21.3
ENSMUSG00000114716.1	27.5649895727107	-2.8768832208464	0.673309220768908	-2.78755015222134	0.00531082331423388	0.0210321520119824	RP23-283J16.3
ENSMUSG00000041189.9	1025.51404623423	-2.65965978718434	0.595521060448464	-2.78690359990713	0.00532143065249063	0.0210708745134707	Chrnb1
ENSMUSG00000021391.10	828.508237560916	-1.71188634395272	0.255445901904264	-2.7868379905328	0.00532250810861368	0.021071856057808	Cenpp
ENSMUSG00000003233.12	10030.5295931392	1.73363632390579	0.263331510941614	2.78598000399752	0.00533661635830848	0.0211188898070923	Dvl3
ENSMUSG00000042626.13	5964.32281626547	-1.9525043980168	0.341889631531399	-2.78599966237737	0.00533629272925793	0.0211188898070923	Shc1
ENSMUSG00000107369.1	13.9644720940916	-3.15570658271186	0.773774072504373	-2.78596383532828	0.00533688255075492	0.0211188898070923	Gstm2-ps1
ENSMUSG00000079685.10	315.636186250262	-2.28078707737628	0.459819082738009	-2.78541523276892	0.00534592156284014	0.021151363491854	Ulbp1
ENSMUSG00000102193.1	13.4551901408887	-2.87519725598813	0.673315402038639	-2.78502058665297	0.00535243246966186	0.0211738260647689	RP24-212P5.2
ENSMUSG00000005681.12	473.656300283019	-3.02756517076285	0.728093492025603	-2.78475936534199	0.00535674605990411	0.0211875905742174	Apoa2
ENSMUSG00000113563.1	4.72580509234253	5.82756743456748	1.73454755744304	2.78318539832023	0.00538280374426223	0.0212873420376779	RP23-332P8.3
ENSMUSG00000072573.2	9.23101894705019	3.48351126767084	0.892496035491685	2.78265803870227	0.00539155996844508	0.0213186511143327	AC166938.2
ENSMUSG00000049670.8	3596.5713758432	1.65821834785354	0.23656514544873	2.78239783212777	0.00539588514795007	0.0213324324736311	Morn4
ENSMUSG00000020483.14	34663.550712463	1.6925200436788	0.248966776753123	2.78157613120206	0.00540956411697101	0.0213831836500437	Dynll2
ENSMUSG00000040034.15	3871.31105369701	-1.51862242624564	0.186455923933819	-2.78147465258181	0.00541125561583189	0.0213865417609687	Nup43
ENSMUSG00000024072.8	5402.12289741941	-1.40447632796103	0.145499149668613	-2.77992228052373	0.0054371909616711	0.021483036097322	Yipf4
ENSMUSG00000026123.11	4300.5168039388	1.78101835410969	0.280950742458033	2.77991204891139	0.00543736227194532	0.021483036097322	Plekhb2
ENSMUSG00000114934.1	23.0720777154464	3.0606416952867	0.741288877728158	2.77980927165936	0.00543908336579842	0.0214864940240506	RP24-67N17.2
ENSMUSG00000101028.1	6.69592687719242	4.45395418322595	1.24274215457204	2.77930073468488	0.00544760649574232	0.0215168173842872	RP24-548K2.3
ENSMUSG00000062458.5	90.6127324808972	-1.79790742170751	0.287107669754511	-2.77912262807103	0.00545059442979553	0.021525271938936	RP23-296C23.1
ENSMUSG00000097235.1	22.2115049214991	-2.97210732655046	0.709778991832035	-2.7784808359292	0.00546137347202439	0.0215611357729082	Gm17250
ENSMUSG00000103428.1	3.89260910226476	5.54137385840834	1.63445969711665	2.77851688017746	0.00546076759121853	0.0215611357729082	RP23-275B16.1
ENSMUSG00000062432.4	8.96105683610038	-3.99951023559486	1.07958215303415	-2.77839924193335	0.00546274523917999	0.0215631999720918	Cyp26c1
ENSMUSG00000055114.8	3.43046122462424	5.35354307985159	1.56717003488824	2.77796472809796	0.00547005557282922	0.021588701306003	Anxa13
ENSMUSG00000022724.15	2070.72167620968	-2.0012094151259	0.360420792665639	-2.7778902757553	0.00547130905732613	0.0215901708039059	Riox2
ENSMUSG00000032878.16	815.606005540809	2.25517457307813	0.451852456325404	2.77784165053693	0.00547212785463354	0.0215901708039059	Ccdc85a
ENSMUSG00000043085.14	522.703169878939	-2.66614980821208	0.599937203480801	-2.7772070119092	0.00548282464575691	0.0216290151928671	Tmem82
ENSMUSG00000112404.1	3.44146783594861	5.35747921745614	1.56965204183531	2.77607973061416	0.00550187144133403	0.0217007820623176	RP23-329M17.1
ENSMUSG00000039967.14	9469.69350958955	1.61272267230545	0.220760766606921	2.77550527533927	0.00551160051778014	0.0217357808961549	Zfp292
ENSMUSG00000030494.13	2659.55159709209	-2.32023071118989	0.475715457264687	-2.77525291858515	0.0055158793831611	0.0217492785178012	Rhpn2
ENSMUSG00000022947.8	369.079043002092	-2.63063528404054	0.587913635532514	-2.77359663985946	0.0055440371047492	0.0218569123851831	Cbr3
ENSMUSG00000055044.12	5878.93631124122	-2.45714646973525	0.525381733895494	-2.77350043925414	0.00554567655102688	0.0218599829411288	Pdlim1
ENSMUSG00000091264.3	2734.3309670851	1.7448548049584	0.268570188941853	2.7734083514372	0.00554724631718109	0.0218627779212905	Smim13
ENSMUSG00000020774.9	93.2854256754395	-2.9709137637545	0.710734712349842	-2.77306529357239	0.00555309775012151	0.0218824442989197	Aspa
ENSMUSG00000108437.1	67.4590426225159	-1.88007475340098	0.317397389424867	-2.77278510385894	0.00555788099189623	0.0218978959322408	RP24-144C5.3
ENSMUSG00000102123.1	6.80474899876985	4.47465894933089	1.25340937882424	2.772166068033	0.00556846200803214	0.0219361822993214	RP23-277E3.2
ENSMUSG00000028310.2	3.50238611355329	5.39223306209801	1.585218589544	2.77074284333334	0.00559285777915097	0.0220254543330564	Ppp3r2
ENSMUSG00000103834.1	3.50238611355329	5.39223306209801	1.585218589544	2.77074284333334	0.00559285777915097	0.0220254543330564	RP23-378D16.1
ENSMUSG00000046027.17	1104.81062154814	-1.53601236003372	0.193464014239624	-2.77060497343871	0.0055952261496067	0.0220313655907859	Stard5
ENSMUSG00000116721.1	14.1259449428205	-3.59148034849029	0.935456387776472	-2.77028451818059	0.0056007345226026	0.0220496369511204	RP23-148P12.7
ENSMUSG00000020228.11	1861.20500270224	-1.9890583976777	0.357032310666041	-2.77022098037183	0.00560182726843752	0.0220505213769691	Helb
ENSMUSG00000082128.1	27.5241797133614	-2.47028534971217	0.53078701851347	-2.77001000105441	0.00560545714575459	0.0220613909140552	RP23-287O8.1
ENSMUSG00000073002.9	45.986954422269	-2.35508744390475	0.489232785046125	-2.76982141288219	0.00560870358182215	0.0220707482078799	Vamp5
ENSMUSG00000102912.1	12.4488571054744	2.99367513536213	0.719911769200347	2.76933260526721	0.00561712601949191	0.0221004674753894	RP23-406B13.9
ENSMUSG00000092358.1	14.1064021207131	-2.78240116831518	0.643744942565592	-2.76880026616064	0.00562631150860039	0.0221331792829423	RP24-92H14.2
ENSMUSG00000096879.2	3.60303997018086	5.43783653522441	1.60291037336022	2.7686117757921	0.00562956714917113	0.0221425573174506	RP23-279D12.3
ENSMUSG00000087013.7	8.78776462663053	4.19328064173087	1.1536411442458	2.76800169416505	0.00564011624786361	0.022180615081589	RP23-324M14.1
ENSMUSG00000097837.1	3.61037771106378	5.44030540067368	1.60435761850425	2.76765314008568	0.00564615119908123	0.0222009112396072	Gm26794
ENSMUSG00000030990.18	1983.25891744018	-1.49825007666347	0.180058966450597	-2.7671494871108	0.00565488186102932	0.0222305301143091	Pgap2
ENSMUSG00000072723.10	31.7493813480471	-2.27446208997457	0.460582269221053	-2.76706719980768	0.00565630944170623	0.0222305301143091	RP24-532L14.2
ENSMUSG00000093067.1	7.16780297863284	4.52311436271471	1.2732233003964	2.76708285311605	0.00565603785155919	0.0222305301143091	Gm23156
ENSMUSG00000074357.3	72.1542043024486	-2.11862281407036	0.404358773194288	-2.76641163300018	0.00566769431401569	0.022271829095036	RP23-189N8.1
ENSMUSG00000085514.1	3.92050754589634	5.55921978700381	1.64816176307577	2.76624533413242	0.00567058562085453	0.0222797440611486	Bcas3os2
ENSMUSG00000085275.1	8.31251415980502	-3.84706861591921	1.02926581705772	-2.76611597192444	0.00567283565914266	0.0222851374231183	RP23-399D3.3
ENSMUSG00000029363.14	6420.46849538408	-1.65643130619966	0.237335160958328	-2.76584094640286	0.00567762194228925	0.0223004909472845	Rfc5
ENSMUSG00000040675.17	3406.37509502608	-1.76106953410409	0.275184986270717	-2.76566517824261	0.00568068275205528	0.0223090634794304	Mthfd1l
ENSMUSG00000042354.7	13023.0236464274	-1.67465007914787	0.244016471500916	-2.76477270160568	0.00569624723075148	0.0223667299286317	Gnl3
ENSMUSG00000026726.10	1628.21615139397	3.73553620289185	0.989450836344021	2.76470149138439	0.00569749076734044	0.0223681550202805	Cubn
ENSMUSG00000097002.1	8.2496500136954	3.71465841122675	0.981959749233927	2.76453124819483	0.00570046469868028	0.0223763720925943	RP24-345B5.3
ENSMUSG00000049612.10	3.94985850942799	5.56857443250111	1.65277836732368	2.76417850258952	0.00570663117068141	0.0223971165584794	Omg
ENSMUSG00000041449.16	77.3783257165873	-2.45868797309966	0.527842010218706	-2.7634935167348	0.00571862284042864	0.0224407135439097	Serpina3h
ENSMUSG00000026166.14	7.6141343508986	-4.32463892741828	1.20320934860461	-2.76314253315431	0.00572477611795559	0.0224613898937581	Ccl20
ENSMUSG00000038598.9	70.2972736248299	-3.42187669571739	0.876597641046101	-2.76281452551847	0.00573053198901911	0.0224805008576177	RP23-211P15.6
ENSMUSG00000041571.9	8163.95677549177	1.71517575169252	0.258923135740531	2.76211606061039	0.00574280602914237	0.0225251723202973	Sepw1
ENSMUSG00000038538.17	8347.27070257679	1.5661465569132	0.205068906595229	2.76076254715047	0.00576665866411181	0.022615238031049	Ubn2
ENSMUSG00000038763.12	652.716579723108	-3.08970710224315	0.757200717259705	-2.75977961273698	0.00578403663031453	0.022679887997317	Alpk3
ENSMUSG00000026669.14	4706.77525122792	-1.97096548573655	0.351872001370191	-2.75942809304408	0.00579026283971058	0.0227007974056935	Mcm10
ENSMUSG00000040147.14	54.8896544869453	-2.00775398786799	0.365258840243171	-2.75901327178579	0.0057976180359309	0.0227261258843643	Maob
ENSMUSG00000027994.14	44.7106968070309	-2.25612254414906	0.455295339438328	-2.75891808095086	0.00579930705261108	0.0227292390747376	Mcub
ENSMUSG00000097010.2	10.5154151785085	3.71497388578117	0.984234406725182	2.75846268656126	0.0058073934735014	0.0227574207991992	RP23-113F14.4
ENSMUSG00000029776.11	5155.94542377735	-1.50578887842035	0.183362696448425	-2.75840663459383	0.00580838948847287	0.0227578129564553	Hibadh
ENSMUSG00000083716.4	1349.67960986895	-1.57771822307304	0.209456935411551	-2.75817185016057	0.00581256316236864	0.0227706534372804	RP23-177C20.5
ENSMUSG00000039108.14	16709.0811922924	1.67971717675478	0.246457435603981	2.75794956272684	0.00581651717342787	0.0227826295639539	Lsm14b
ENSMUSG00000042360.12	12.7889481430339	-3.2549676361695	0.817815880729455	-2.75730477886804	0.00582800020135929	0.0228240877451014	RP24-340I7.1
ENSMUSG00000111523.1	18.2111246627244	-3.16753538953082	0.786293042588854	-2.75665085677759	0.00583966684311488	0.0228662521168431	CAAA01125382.2
ENSMUSG00000095990.1	853.884011598868	-1.91078998967169	0.330447534792355	-2.7562317577706	0.00584715506627392	0.022892044673	Zfp97
ENSMUSG00000099404.1	4.28567043735075	5.68528296559897	1.7002863024373	2.75558472645623	0.0058587328531242	0.022933837756543	RP23-190F21.1
ENSMUSG00000048899.8	1336.91427665675	1.73149853147166	0.265508112049318	2.75508919793677	0.00586761366283251	0.0229650623497086	Rimkla
ENSMUSG00000069833.12	16830.3504356856	-2.61555572437554	0.58647125832989	-2.75470571051718	0.00587449481092647	0.0229884521171381	Ahnak
ENSMUSG00000095653.2	7.87165054024273	4.7200156426745	1.3505279050435	2.75449002481342	0.00587836818595238	0.023000066280249	RP24-446P12.3
ENSMUSG00000110269.1	5.32467353519205	5.9993044159903	1.81503032380296	2.75439167623132	0.00588013513539052	0.0230034364044439	RP24-424D1.1
ENSMUSG00000111933.1	18.3829567737694	-3.12826632176172	0.772796777324081	-2.75397929211241	0.00588754932067708	0.0230288944093807	RP23-179D3.2
ENSMUSG00000016239.11	164.227633543891	2.0362803627504	0.376391010809572	2.75320167854563	0.00590155283376136	0.0230801144773475	Lonrf3
ENSMUSG00000043953.12	106.730810450155	3.71153556820927	0.984911888196525	2.75307426045427	0.00590385027971213	0.0230855450977475	Ccrl2
ENSMUSG00000116694.1	25.4771981268008	-2.48595915809515	0.539760594703888	-2.75299674091685	0.00590524841081078	0.0230874580395574	RP23-153F8.14
ENSMUSG00000034107.10	21.9741488133913	-2.54353123338312	0.560685626361473	-2.75293526498932	0.00590635739385348	0.0230882400986876	Ano7
ENSMUSG00000113350.1	12.2484300243601	-3.71431243106117	0.986021835641247	-2.75279140171977	0.00590895332095786	0.0230948335598785	RP23-174A9.3
ENSMUSG00000030324.8	49.6742744914193	2.02956011427478	0.374063996769673	2.75236356122432	0.00591667952561803	0.0231214733277267	Rho
ENSMUSG00000046330.10	49412.6546690418	-1.47250679128673	0.171724178767201	-2.75154491743	0.00593148847705722	0.0231757789272005	Rpl37a
ENSMUSG00000116114.1	15.4770492579529	-3.70632339147709	0.983698829712973	-2.75117069343953	0.00593826916336435	0.0231987042477112	RP24-366J14.7
ENSMUSG00000029439.14	7952.29258507776	1.43778589200875	0.15914765655173	2.75081582408632	0.00594470560875376	0.0232202778975787	Sfswap
ENSMUSG00000089910.1	3.32897684392973	5.31913591564755	1.57029180594513	2.75053076077662	0.00594988049927513	0.0232369179831008	AC113028.3
ENSMUSG00000022768.17	174.103175369268	1.64591986250644	0.234851267082643	2.75033586375819	0.00595342089413613	0.0232471705045276	Ccdc116
ENSMUSG00000032126.16	4428.51602458419	-1.49436936398209	0.179762828415771	-2.75012007954541	0.00595734292895471	0.0232589098890837	Hmbs
ENSMUSG00000028159.14	194.878881581419	-2.38952014664159	0.50532828513646	-2.74973752214634	0.00596430191087223	0.0232825008203574	Dapp1
ENSMUSG00000070808.4	2066.88102600328	1.70741167399085	0.257371262748005	2.74860396781548	0.00598496507298233	0.0233559836870217	Gltscr1
ENSMUSG00000074665.10	16.8780321047988	-3.50009742235305	0.909586550201665	-2.74860860882205	0.00598488034237153	0.0233559836870217	Bpifb4
ENSMUSG00000038485.5	6662.18772116852	1.61875293075843	0.225140739827706	2.74829393930192	0.00599062769546417	0.023374490644007	Socs7
ENSMUSG00000021514.18	2729.03295370408	1.61911442219614	0.225347895859629	2.74737165765147	0.00600750157758629	0.0234364522806807	Zfp369
ENSMUSG00000099370.1	3719.11787899399	-3.0556326210883	0.748244262070014	-2.74727482092733	0.00600927576489403	0.0234364522806807	Platr10
ENSMUSG00000109104.1	19.4380002668355	3.20600436178016	0.802974779240759	2.74728972666615	0.00600900263970034	0.0234364522806807	RP23-88B16.6
ENSMUSG00000010136.14	14.5440378767494	-3.06549359379025	0.75221406411017	-2.74588537005569	0.00603478452571977	0.0235323244915271	Pifo
ENSMUSG00000081159.1	9.60918688449147	-3.29800204058656	0.837138765012302	-2.74506705056574	0.00604985355887915	0.0235874643513568	RP23-132G2.3
ENSMUSG00000031849.9	132.424507780049	-2.79215876039475	0.653407803937451	-2.74278750513103	0.00609200938672283	0.0237481783965848	Comp
ENSMUSG00000030579.10	5.73220139692651	-4.84672441516887	1.40253002321085	-2.74270379350772	0.00609356249713453	0.0237505878455906	Tyrobp
ENSMUSG00000056797.6	9.17204687619634	3.75626439253411	1.00566475053498	2.74073879100153	0.00613012198262101	0.0238894183001774	RP24-336D11.2
ENSMUSG00000113278.1	11.3076068867242	3.53669548267602	0.925767609447623	2.74009962844735	0.00614205630934233	0.0239322553019795	RP23-50H15.5
ENSMUSG00000018012.11	2935.33357369089	1.82721221021145	0.301897712580916	2.74004133101784	0.00614314586889337	0.0239328294809449	Rac3
ENSMUSG00000031786.7	32.2009892154231	-2.49703189506972	0.546394107083309	-2.73983902033824	0.00614692833841527	0.0239438930722414	Drc7
ENSMUSG00000020571.12	52793.5508939856	-1.72577386361042	0.264973400623711	-2.73904422822084	0.00616180835590899	0.0239981744937817	Pdia6
ENSMUSG00000104728.1	66.6509127251142	2.26441129033538	0.461721941209066	2.73846914665652	0.00617259519212868	0.0240365001495111	RP23-336O18.1
ENSMUSG00000055725.11	1565.72623461721	1.70161910285464	0.256217935037881	2.73836842354893	0.00617448620987039	0.0240401784513976	Paqr3
ENSMUSG00000075304.2	184.363211855287	-2.67448610560848	0.611518071269379	-2.73824468037815	0.00617681013002045	0.0240455408601762	Sp5
ENSMUSG00000032514.11	115.240529541567	-1.66278966804564	0.24206744553273	-2.73803718871412	0.00618070863030138	0.0240570303276564	Ttc21a
ENSMUSG00000024027.7	21.8083820503305	-3.56176311384062	0.936849974118595	-2.73444327759177	0.00624858603251242	0.0243175017330853	Glp1r
ENSMUSG00000038151.13	614.94269485197	-2.2172171678174	0.445151150131957	-2.73439070629511	0.00624958389558395	0.0243176593951789	Prdm1
ENSMUSG00000057321.2	5.44671861863523	6.03216675361424	1.8403788279564	2.73431028284654	0.00625111070180759	0.0243198748562743	Usp17ld
ENSMUSG00000077815.1	42.3064402215738	-2.46983532401228	0.53767003938624	-2.73371253062589	0.00626246930990347	0.024360334294159	Mir290a
ENSMUSG00000104271.1	6.68747357393113	4.43272587006614	1.25625076072672	2.7325164508401	0.00628525325820365	0.024445217885719	RP23-303M15.4
ENSMUSG00000065968.8	95.3803724282195	-1.79364406861291	0.290468527971046	-2.73228936076689	0.00628958748217062	0.0244583300114231	Ifitm7
ENSMUSG00000109314.1	19.1156149026855	-2.52980201102149	0.559912330580258	-2.73221704090014	0.00629096833837615	0.0244599551145098	RP23-360N1.4
ENSMUSG00000000686.11	66.0996091590992	1.96949772222896	0.354925863904577	2.73154993993229	0.00630371865972536	0.0245057786464163	Abhd15
ENSMUSG00000086016.1	10.6141808449894	2.97485111957266	0.723232267019914	2.73059044739534	0.00632209825746822	0.0245734686821653	RP23-186O3.2
ENSMUSG00000114729.1	9.00241907200777	-4.02229493286564	1.10696105514889	-2.73026310980664	0.00632837961107191	0.0245941203336655	RP23-471F12.4
ENSMUSG00000103953.1	14.3109208954507	-2.95187122622961	0.714919815192991	-2.73019600904852	0.00632966791589963	0.0245953640403498	RP23-302C16.4
ENSMUSG00000099564.2	24.4277805820752	-2.57626695769857	0.577404157607313	-2.72991965321208	0.00633497631384781	0.0246122259632989	RP24-91A16.3
ENSMUSG00000053411.16	11109.6563265194	-2.06154492363002	0.388903945230398	-2.72958126717159	0.00634148167914027	0.0246337323951433	Cbx7
ENSMUSG00000095419.1	30.3772393287069	2.79377682815016	0.657244350077346	2.72923887126464	0.00634807025162124	0.0246555554222372	AC124432.1
ENSMUSG00000037017.15	6618.31444651085	1.61717667781105	0.226144772847458	2.72912201347832	0.00635032030378865	0.024660523778709	Zscan21
ENSMUSG00000052281.14	42.0331875104243	-2.62827347342853	0.596851059504875	-2.72810686602329	0.00636989680052378	0.024732765000016	Tspan32os
ENSMUSG00000037935.16	19260.0881186471	1.69840661038772	0.256022444681643	2.72791165343403	0.00637366757557061	0.0247436237333133	Smarce1
ENSMUSG00000086290.9	2682.52510392332	-1.61454558073172	0.225302766656887	-2.72764329462325	0.00637885453992918	0.0247599761871548	Snhg12
ENSMUSG00000114016.1	35.0028447256725	2.28802547017193	0.472237120969383	2.72749729527391	0.00638167807864281	0.0247671512414983	RP23-414P13.9
ENSMUSG00000053889.5	9.24890412857043	3.49495662166237	0.914798141152865	2.72733022666413	0.00638491046381504	0.0247759105852988	Kirrel3os
ENSMUSG00000000628.10	7408.56909748852	-2.02795389084394	0.376930720162233	-2.72716930687289	0.0063880252766299	0.0247804260921924	Hk2
ENSMUSG00000103611.1	5.47640151764979	-4.77624452140884	1.38466595667837	-2.72718810135807	0.00638766141430431	0.0247804260921924	RP23-53H1.3
ENSMUSG00000049565.16	6.86941277719913	5.36890221620503	1.60261348900554	2.72611097196995	0.00640854482125828	0.0248562295014172	Aknad1
ENSMUSG00000048138.9	60.462637472434	2.6091116408628	0.590324254916771	2.72580980276622	0.00641439487530731	0.0248738994563572	Dmrt2
ENSMUSG00000085285.1	17.1805540705542	-2.95413911235162	0.716911214007146	-2.7257756248909	0.00641505906612322	0.0248738994563572	AC124394.4
ENSMUSG00000097519.2	177.656161757924	-2.01842346309091	0.373652479692678	-2.72559000258353	0.006418667411272	0.0248840920197986	RP24-77I21.2
ENSMUSG00000037020.16	2721.1042268275	-1.6875134895098	0.252293809165034	-2.72505097047415	0.00642915610604991	0.0249171489548022	Wdr62
ENSMUSG00000113429.1	3.94702016305347	5.55843579815797	1.67276712146102	2.72508691716547	0.00642845616186449	0.0249171489548022	RP24-345D17.1
ENSMUSG00000064901.1	39.9166669765104	-2.42011445823382	0.52118932233833	-2.72475739115767	0.00643487516984272	0.0249355094110107	Snora21
ENSMUSG00000079019.2	48.6246620663219	-2.79282633051929	0.658020612254451	-2.72457472779898	0.00643843584784639	0.0249455016734512	Insl3
ENSMUSG00000031516.11	3489.39210215566	1.30442295421004	0.111775649791857	2.72351764250016	0.00645907656773788	0.0250216568395775	Dctn6
ENSMUSG00000100394.1	16.8547377000692	-2.53686875252587	0.564306761791994	-2.72346329440646	0.00646013937951987	0.0250219579718183	RP23-258M15.1
ENSMUSG00000094002.3	36.4156017188506	2.47352832605579	0.541119925019935	2.72310860850578	0.00646707935405544	0.0250450194652176	RP23-195H19.1
ENSMUSG00000102263.1	7.63423736499377	-5.27274712079291	1.56961063973449	-2.72217008003697	0.00648547547038279	0.0251124332962185	RP24-257B11.1
ENSMUSG00000019842.6	516.322025626706	-2.55282737580389	0.570657195387393	-2.72112117109072	0.00650609084812412	0.0251884184778541	Traf3ip2
ENSMUSG00000031212.3	3.91392224334403	-5.29129826848261	1.57720432847065	-2.72082582517619	0.00651190623632852	0.0252070908730541	Pgr15l
ENSMUSG00000047828.4	3.44430618232313	5.37224400435416	1.60711661046682	2.72055181053984	0.00651730579038423	0.0252241481611382	RP23-102G6.2
ENSMUSG00000109305.1	62.8506460645364	-1.87973188375905	0.323438946688109	-2.71993182258095	0.00652953773616774	0.0252676398592926	RP23-396L12.1
ENSMUSG00000115699.1	12.8020800541653	-3.26081682538679	0.831305428827805	-2.71959829322261	0.00653612658457295	0.0252892842916584	RP23-207L14.4
ENSMUSG00000039330.4	17.0136868339606	-3.44637112807354	0.899737074823826	-2.71898446393637	0.00654826836947045	0.0253324040287723	Tsga10ip
ENSMUSG00000048924.14	145.469305904681	-2.28870381318012	0.474099558892571	-2.71821348281856	0.00656354741779484	0.0253837801399827	Ccdc125
ENSMUSG00000063975.13	18.3454469762094	-3.61266523568778	0.961160037711125	-2.7182416384159	0.00656298887593529	0.0253837801399827	Slco1a5
ENSMUSG00000045573.9	478.689725654165	2.10311774338203	0.405864425217355	2.71794637529829	0.00656884833938804	0.0254004135589581	Penk
ENSMUSG00000087540.1	3.88444083731491	5.54753712746717	1.67349524996391	2.71738872731504	0.00657992763580808	0.0254393823252909	RP23-168C6.2
ENSMUSG00000039095.8	522.495044469553	2.29032330091158	0.474915667472368	2.71695248080368	0.00658860665155284	0.025469060653796	En2
ENSMUSG00000027777.15	226.91595699776	1.80375717637529	0.295941041518738	2.71593683745414	0.00660885251829187	0.025543436216849	Schip1
ENSMUSG00000032776.9	350.698737457923	-2.14666599749858	0.422270824038009	-2.71547531163404	0.00661807106095839	0.0255635071501527	Mctp2
