baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol
ENSMUSG00000029501.14	7880.51031136757	-0.788924852309744	0.151838641220703	1.36496067179576e-07	4.84445550275941e-07	Ankle2
ENSMUSG00000022620.14	3078.14429566672	-1.21917232259276	0.238211556695064	1.36652748010623e-07	4.8493650754354e-07	Arsa
ENSMUSG00000028199.18	1708.00847101787	-1.43144290279756	0.282222976269235	1.36733415817613e-07	4.85140677370626e-07	Cryz
ENSMUSG00000080198.2	55.6433584337658	-1.5998958815176	0.316759217781256	1.36746997606001e-07	4.85140677370626e-07	RP23-10L17.3
ENSMUSG00000110540.1	105.988520534921	1.48978948530518	0.293778837773411	1.37028082161847e-07	4.86072634535723e-07	RP24-94F12.6
ENSMUSG00000115569.1	23.3433372130316	-2.75007721989587	0.560425171294278	1.37084387571347e-07	4.86207101106963e-07	RP23-207L14.3
ENSMUSG00000024799.15	4088.32853211907	1.32906170782134	0.260662812370384	1.38402726433757e-07	4.90817076149342e-07	Tm7sf2
ENSMUSG00000048038.8	88.9942376671217	2.92834976058768	0.606310716405013	1.3857659745289e-07	4.91367736601036e-07	Ccdc187
ENSMUSG00000031714.9	12358.1610905141	-1.46508872954215	0.289422900554771	1.38676594872417e-07	4.9165634192291e-07	Gab1
ENSMUSG00000073130.9	70.6523308224253	1.7474414519599	0.349046155733612	1.38936127559143e-07	4.92510401476253e-07	Gm1141
ENSMUSG00000069939.8	97.5281114085904	-1.46431540726111	0.28896575650165	1.39129818452018e-07	4.93130862691989e-07	RP23-227C11.1
ENSMUSG00000029627.12	685.416839807106	1.00013993915797	0.193717675177376	1.39288066790227e-07	4.93625551973357e-07	Zkscan14
ENSMUSG00000020812.17	2346.40564812472	-1.33099633292229	0.261854368409618	1.41729622946564e-07	5.02210880344441e-07	RP23-313J14.6
ENSMUSG00000007833.15	3495.05033770228	-1.08289174774917	0.210818756892955	1.4220208222877e-07	5.03817459050771e-07	Aldh16a1
ENSMUSG00000060808.4	34.9303054288817	2.06759835877512	0.416573264423268	1.42676014549402e-07	5.054288252677e-07	B9d1os
ENSMUSG00000107230.1	54.2504593279022	1.70142655210604	0.338856025487672	1.43213997214284e-07	5.07266627044885e-07	RP23-345O17.5
ENSMUSG00000061723.18	66.0250435403132	-1.71535907388599	0.342268291502055	1.44319215836637e-07	5.11112827246692e-07	Tnnt3
ENSMUSG00000021933.11	11.8255544833277	7.58797828308097	2.69437330443455	1.4482687752843e-07	5.12842006223211e-07	Gucy1b2
ENSMUSG00000044014.9	18.3228096831051	4.92694501702884	0.985540904086371	1.45406737244285e-07	5.14826345813871e-07	Npy5r
ENSMUSG00000048603.8	273.06649022212	1.19743232713398	0.234119414059977	1.45670171164281e-07	5.1555184322465e-07	RP24-76E2.3
ENSMUSG00000050947.9	2296.80871584348	1.22059521548863	0.239906705881252	1.45668355290133e-07	5.1555184322465e-07	Amigo1
ENSMUSG00000068196.5	228.960599245123	-2.75108405279738	0.568515629656525	1.45643491660941e-07	5.1555184322465e-07	Col8a1
ENSMUSG00000032013.6	50.4089397078795	-3.6208710992981	0.75618104034657	1.46115551401431e-07	5.17058874783828e-07	Trim29
ENSMUSG00000061947.10	41.6978142972957	9.49639856502324	3.14425440574056	1.46546730920269e-07	5.18515257468196e-07	Serpina10
ENSMUSG00000024528.7	2092.58901509171	-0.97490736306165	0.189063615066478	1.46601538621107e-07	5.18570320056218e-07	Srfbp1
ENSMUSG00000046380.3	1109.54796437421	1.05189101705687	0.204207774153842	1.46590557166868e-07	5.18570320056218e-07	Jrk
ENSMUSG00000067377.12	4272.07966069319	1.38937921258852	0.273847257442551	1.46761927508249e-07	5.19068182315376e-07	Tspan6
ENSMUSG00000100303.3	10.3015597611302	7.37464651897495	2.64321614057287	1.47248557748341e-07	5.2071960867328e-07	RP23-180A8.3
ENSMUSG00000059708.12	1553.37741485689	0.969708246545873	0.187844202295224	1.4743833000626e-07	5.21320945554647e-07	Akap17b
ENSMUSG00000040354.14	12213.5168932495	-0.6197463067714	0.118454327399679	1.47814383166588e-07	5.22580696179721e-07	Mars
ENSMUSG00000112920.1	22.5463608370102	-4.59568021749625	0.930833067293147	1.47968375606912e-07	5.23055144751721e-07	Spata22
ENSMUSG00000022554.7	1453.69865518333	-0.6492634397206	0.124659863605796	1.48401234751294e-07	5.24515103754508e-07	Hgh1
ENSMUSG00000033952.14	6723.79148775228	-1.02101335642911	0.198642764191445	1.49156201267417e-07	5.27112988886606e-07	Aspm
ENSMUSG00000030521.11	3693.95167910447	-0.88030174269269	0.170264413489561	1.4934618294678e-07	5.27713808896182e-07	Mphosph10
ENSMUSG00000037400.17	11202.9944186644	-1.09105248345562	0.213065148452447	1.50562668172526e-07	5.31941127245366e-07	Atp11b
ENSMUSG00000028470.10	1335.75424377803	-0.768476223651163	0.148194229641054	1.50795523904868e-07	5.32692595940911e-07	Hint2
ENSMUSG00000070796.11	29.4679117868096	8.97361769151977	3.0248392366571	1.51397060748445e-07	5.34746073830415e-07	Psg21
ENSMUSG00000025236.11	6894.06115983463	-1.12995930239927	0.220683133335001	1.51753850878357e-07	5.35934654171101e-07	Adpgk
ENSMUSG00000022185.19	23026.7454032933	0.677050623428328	0.130140346479144	1.5330004332234e-07	5.41322854740711e-07	Acin1
ENSMUSG00000006649.17	1570.88670412223	-3.20829136993503	0.671999685542411	1.54438437471313e-07	5.4526981790974e-07	Nphs1
ENSMUSG00000085338.1	33.1853471224788	-2.06606884707161	0.416360313124784	1.54522007362947e-07	5.45491996871573e-07	RP23-463E7.8
ENSMUSG00000033083.16	363.237524214378	1.88100862750236	0.379069032019457	1.5454510416959e-07	5.45500663535428e-07	Tbc1d4
ENSMUSG00000033161.10	39094.1366869248	-1.3143037235483	0.259150192158376	1.54589806908603e-07	5.45585580552037e-07	Atp1a1
ENSMUSG00000006705.12	3189.70045662291	1.16623293428511	0.228672038968197	1.54819727751763e-07	5.46324068005856e-07	Pknox1
ENSMUSG00000046441.5	1110.43535749655	0.709867147184976	0.136609015353588	1.54999048734506e-07	5.46883826556315e-07	Cmtr2
ENSMUSG00000035666.14	8257.9107904531	1.0191102933398	0.198275919190979	1.55888982656842e-07	5.49950359721316e-07	Gtf3c4
ENSMUSG00000027639.16	3573.80610511148	-1.3406340953609	0.264642038363679	1.55954012870552e-07	5.50106339846512e-07	Samhd1
ENSMUSG00000031984.8	5213.42888909471	-0.901460966990193	0.174846425511664	1.5637452416607e-07	5.51516021638428e-07	RP23-9L16.5
ENSMUSG00000097413.1	70.027584753794	2.64408999467527	0.545884181213542	1.57122134433637e-07	5.54078815943117e-07	A830052D11Rik
ENSMUSG00000014245.8	1297.60848171215	-0.975698907711254	0.189725853386989	1.57331264986186e-07	5.5474227348765e-07	Pigl
ENSMUSG00000023960.13	4403.12126617104	1.34379388638233	0.265121938857904	1.58639715247121e-07	5.59281183942858e-07	Enpp5
ENSMUSG00000015340.10	20.9972905686216	-2.83936905455958	0.5784481567433	1.59464476203071e-07	5.62113873898699e-07	Cybb
ENSMUSG00000035704.17	3251.15606742711	-1.48676364760723	0.295617863358271	1.59831548102459e-07	5.63332664937808e-07	Alg8
ENSMUSG00000026080.13	3504.6739328217	1.76663382201912	0.355802011860487	1.60530701297691e-07	5.65721408613694e-07	Chst10
ENSMUSG00000044177.4	91.2909657671738	2.46115637203207	0.505374912055512	1.60962652145133e-07	5.6716800109859e-07	Wfikkn2
ENSMUSG00000074357.3	72.1542043024486	-2.01089992199164	0.40646303771967	1.6104456621697e-07	5.67380982724418e-07	RP23-189N8.1
ENSMUSG00000020630.9	1719.58825448447	-0.731754768275285	0.141227016286238	1.61670167927436e-07	5.69464306529459e-07	Rnaseh1
ENSMUSG00000031162.14	55.4338285214103	-3.0160061811227	0.627793622605724	1.61678990876397e-07	5.69464306529459e-07	Gata1
ENSMUSG00000045160.14	914.273885531409	-0.994478905911443	0.193766186319539	1.62124111012616e-07	5.70956007693285e-07	Bola3
ENSMUSG00000109602.1	33.4948630715958	-2.71594987615991	0.556604312496813	1.63066345262186e-07	5.74197775648739e-07	RP24-354I16.2
ENSMUSG00000110084.1	12.8673959275435	7.71702288214392	2.73090694887476	1.64079338490424e-07	5.77687806859372e-07	RP24-424D1.5
ENSMUSG00000006589.8	9922.42458819692	-1.75450841642169	0.353347515940019	1.64345113891989e-07	5.78546466607645e-07	Aprt
ENSMUSG00000039886.8	3446.94245678756	-0.691511896088584	0.133236446716813	1.64399087391428e-07	5.78659387652275e-07	Tmem120a
ENSMUSG00000039156.19	2189.02860878766	0.998819703977526	0.19461017405063	1.65067434428328e-07	5.80934490562982e-07	Stim2
ENSMUSG00000042961.13	778.748629493634	3.19454413170512	0.669336485100502	1.65412500025427e-07	5.82071389903056e-07	Egflam
ENSMUSG00000073647.3	795.970958110087	0.792062981434359	0.153050391311165	1.66169977270496e-07	5.84659031996726e-07	Gm10557
ENSMUSG00000020534.14	4903.19697864285	-2.14629678466213	0.439900995295436	1.66732849248844e-07	5.86561369422151e-07	Shmt1
ENSMUSG00000032899.14	74.7449056685559	3.56352413265746	0.749462211917608	1.67276827014701e-07	5.88396739986357e-07	Styk1
ENSMUSG00000096999.1	29.4277775913792	3.74605183607907	0.786883359947078	1.67538189470108e-07	5.89237654129165e-07	RP23-294B14.3
ENSMUSG00000088947.1	45.2243116761045	3.54967123946607	0.745174685155913	1.68050978983303e-07	5.90962504536492e-07	Gm23257
ENSMUSG00000070443.6	55.3992199551657	-1.57087566431568	0.313772327354063	1.70461321477445e-07	5.99358880080419e-07	RP24-247N18.3
ENSMUSG00000066592.3	58.0897040376222	-1.67537364419002	0.336113852645538	1.70882323410616e-07	6.00759233839608e-07	RP23-325P15.1
ENSMUSG00000020184.15	17958.7692742463	-1.48164449895933	0.295803256039658	1.71521654761336e-07	6.02926678688192e-07	Mdm2
ENSMUSG00000055320.17	16403.3442803565	-1.23458193822194	0.242907003203871	1.7158721076403e-07	6.03076901032187e-07	Tead1
ENSMUSG00000095905.2	24.5846879262833	-5.68252515993721	1.10562786525768	1.72545452353847e-07	6.06364184754669e-07	RP24-231B8.2
ENSMUSG00000024378.9	5228.90312407613	0.792998701258979	0.153629103566798	1.7329651556376e-07	6.08922618907524e-07	Stard4
ENSMUSG00000035640.18	6932.65386110357	1.70157550026839	0.342302736964389	1.73573769406168e-07	6.09815741039191e-07	Cbarp
ENSMUSG00000032436.17	2586.88936181872	-2.55725833591829	0.530064633915537	1.73609701607991e-07	6.09860904478848e-07	Cmtm7
ENSMUSG00000056436.4	1506.58475767573	-3.4605327554992	0.731662382491442	1.7364989358275e-07	6.09921017771309e-07	Cyct
ENSMUSG00000025812.17	5335.92285452785	1.08261049630107	0.212587335389631	1.74146481502761e-07	6.11583929126043e-07	Pard3
ENSMUSG00000041930.7	912.276119396767	1.70577605247366	0.342969887615886	1.7467836205626e-07	6.13370326077702e-07	Fam222a
ENSMUSG00000044933.3	23.2885951006546	2.92756707982627	0.604440921969614	1.74749867902862e-07	6.13539890935158e-07	Sstr3
ENSMUSG00000064380.1	57.8783093531878	-1.45355532629837	0.289074723354027	1.74944980702998e-07	6.14143332231421e-07	Gm26448
ENSMUSG00000110282.1	36.6150355935923	-2.66436874882255	0.551070686439513	1.75826736852998e-07	6.17156750539804e-07	RP23-187N1.1
ENSMUSG00000078554.2	17.1541995619915	-4.62118286141663	0.914480681437536	1.76175396204931e-07	6.18298432338342e-07	Fam229a
ENSMUSG00000082575.1	339.845151805523	-0.930358590669689	0.181446562720956	1.76253554744324e-07	6.18490597693302e-07	RP23-348F1.1
ENSMUSG00000051373.5	454.745624854887	1.38414897615744	0.274439408044997	1.76306705581783e-07	6.18594969252493e-07	Plpp7
ENSMUSG00000066798.3	3843.21792042668	1.07897292609991	0.211398546953521	1.76368415109046e-07	6.18729338389323e-07	Zbtb6
ENSMUSG00000061330.8	39.6500181243437	-1.96147540269749	0.397042802896199	1.76462926582956e-07	6.18978731192964e-07	RP23-142A12.5
ENSMUSG00000006457.3	489.213336895742	-1.74930928855503	0.352903215971976	1.76611516622406e-07	6.19417723925722e-07	Actn3
ENSMUSG00000022676.7	176.789809895598	2.25584382558074	0.462224947345064	1.76662217778899e-07	6.19513326598058e-07	Snai2
ENSMUSG00000054675.5	351.521061317102	2.07680101248923	0.42332037192202	1.76711352994309e-07	6.1960341323877e-07	Tmem119
ENSMUSG00000094622.2	382.244861155111	1.39433141465824	0.277015364099405	1.77197941711801e-07	6.21227116691135e-07	RP24-258O12.2
ENSMUSG00000022265.7	2574.72715652223	0.823951765375733	0.159929680748042	1.77331027053635e-07	6.21611228537792e-07	Ank
ENSMUSG00000111228.1	28.9232346614855	-2.62829092163016	0.538330094066106	1.77508549541675e-07	6.22150986570004e-07	RP24-365N15.9
ENSMUSG00000052395.17	1465.8532711756	-0.876037243644646	0.17048933046787	1.78685508183612e-07	6.26193067864782e-07	Rft1
ENSMUSG00000106617.1	337.430547870116	-1.60180002641158	0.321554693657575	1.80105957599117e-07	6.31087263520534e-07	RP23-286M3.5
ENSMUSG00000054648.7	2406.14398607214	0.628762127700815	0.121386346295492	1.80990567542542e-07	6.34102840838758e-07	Zfp869
ENSMUSG00000021536.7	1260.99902736773	2.20071749573664	0.449518421864859	1.81138012516251e-07	6.34535293845037e-07	Adcy2
ENSMUSG00000092626.1	24.6797573646316	-2.77943346092791	0.570794681984113	1.81591283278696e-07	6.36038812883512e-07	RP23-242C19.5
ENSMUSG00000086015.1	158.304810823348	-2.3061976900713	0.474698721700569	1.83230989733123e-07	6.41696973983203e-07	RP23-151M22.6
ENSMUSG00000103722.1	37.6846102202102	-2.05329462943538	0.418435541590049	1.83298303002817e-07	6.41847655155087e-07	RP23-73N8.4
ENSMUSG00000068335.6	463.749541616426	-1.6000751781308	0.321291135214227	1.83436958083149e-07	6.42248077803839e-07	Dok1
ENSMUSG00000029436.9	1725.22025252831	-1.38226175752994	0.275145488522863	1.83871675548395e-07	6.43684828416671e-07	Mmp17
ENSMUSG00000076435.3	1710.00745033531	-1.41142086808805	0.281217842421534	1.83912622427255e-07	6.43742897070872e-07	Acsf2
ENSMUSG00000041057.9	10384.1384032647	-0.928419671759575	0.181269916771344	1.84204100068416e-07	6.44677758245006e-07	Wdr43
ENSMUSG00000003119.14	4275.6482391963	0.748722121457929	0.145341942539509	1.84790924593982e-07	6.46645890392633e-07	Cdk12
ENSMUSG00000029059.9	763.288843565097	-0.942676764267428	0.184229424628228	1.85358724923662e-07	6.48546938111694e-07	Fam213b
ENSMUSG00000021098.14	3040.05570960469	-2.42040133368362	0.501074430447641	1.85668856725326e-07	6.4954605198308e-07	Six6os1
ENSMUSG00000033458.17	561.553497676586	1.04927726499321	0.205723554587195	1.85893231365487e-07	6.50244927239672e-07	Fan1
ENSMUSG00000062545.4	19.5448922577657	6.36787853752959	1.4007539759926	1.86125668472192e-07	6.50971815870117e-07	Tlr12
ENSMUSG00000035914.11	6089.91161520388	-1.29309600126432	0.255412537357117	1.86432578840991e-07	6.51786448079227e-07	Cd276
ENSMUSG00000037243.17	4107.37611673783	-0.801537505824631	0.155824832756745	1.86412785035767e-07	6.51786448079227e-07	Zfp692
ENSMUSG00000113055.1	25.6242394515094	8.74458114873936	2.98296456187648	1.86393729328829e-07	6.51786448079227e-07	RP24-241I18.1
ENSMUSG00000019432.15	27103.8749828334	0.797390604392129	0.154999805345935	1.87086688105039e-07	6.53986760125908e-07	Ddx39b
ENSMUSG00000111423.1	13.7478040277432	-7.5854049570399	2.75790225349594	1.87296550216469e-07	6.54633769682664e-07	RP23-99D11.8
ENSMUSG00000073985.2	273.07521287989	-1.7325355576248	0.349988478491247	1.87773823957754e-07	6.56215134320493e-07	RP23-67F4.6
ENSMUSG00000096936.1	21.4763261101518	3.95463178968355	0.826423371182371	1.88050699825881e-07	6.5709584084339e-07	RP23-123P10.1
ENSMUSG00000040455.17	3770.42223009518	-0.684097381788947	0.132653342214938	1.88429253542849e-07	6.58331555179384e-07	Usp45
ENSMUSG00000089993.1	123.094772745023	-1.0523051242009	0.206665707214187	1.88724492282903e-07	6.59275896571088e-07	AC163993.1
ENSMUSG00000030822.15	3704.26673924316	0.863490261893475	0.168241600818588	1.8952613912081e-07	6.61988802345447e-07	Prr14
ENSMUSG00000098146.1	66.1897113921466	1.64932615043801	0.332287161670831	1.91512496159617e-07	6.68838474429787e-07	RP23-72M20.6
ENSMUSG00000026458.13	2266.93809241428	-1.30351551538537	0.258548397364722	1.91632073925768e-07	6.69167655607331e-07	Ppfia4
ENSMUSG00000085591.1	15.8248864802637	6.09448057392263	1.33266905860494	1.91748612783864e-07	6.69486139521623e-07	RP23-288M4.1
ENSMUSG00000027088.10	1895.48701765811	1.0460365025045	0.205334341833325	1.92218205769693e-07	6.7103705731515e-07	Phospho2
ENSMUSG00000028107.14	4260.88581748984	-0.839816511802108	0.163768427216131	1.92295777289345e-07	6.71219192501058e-07	Tars2
ENSMUSG00000020003.16	1725.4094004349	-0.864849309836039	0.168710752215561	1.9250045977829e-07	6.71844908948875e-07	Pex7
ENSMUSG00000104376.1	38.2890360410797	-4.38961798098028	0.924008828964387	1.93179794877693e-07	6.74126824142718e-07	RP23-191P7.1
ENSMUSG00000078498.5	2084.77792405822	-2.94097175141938	0.618490649170578	1.93329904127384e-07	6.74561575967043e-07	RP23-162H3.1
ENSMUSG00000035226.5	992.651260584995	2.04350444774819	0.417677926690656	1.93880124450748e-07	6.76392085658075e-07	Rims4
ENSMUSG00000035637.14	1890.47586063086	-1.14089775038499	0.22515058108418	1.94332350483003e-07	6.77880283291224e-07	Grhpr
ENSMUSG00000055629.5	6822.1547710772	0.852703760536758	0.166236734534354	1.9518840893724e-07	6.80776571596204e-07	B4galnt4
ENSMUSG00000042082.7	584.554020104605	1.98656955238935	0.405346654843144	1.95285057177943e-07	6.81023780158551e-07	Arsb
ENSMUSG00000047428.14	413.527736035945	1.26478698707874	0.250678284376854	1.95609484361046e-07	6.82065159415406e-07	Dlk2
ENSMUSG00000051048.17	310.063201175272	1.52099615152709	0.304643008807314	1.96020376491838e-07	6.83327584261162e-07	P4ha3
ENSMUSG00000072437.3	1495.79311359889	1.89951942441897	0.386074473835337	1.96031717431045e-07	6.83327584261162e-07	Nanos1
ENSMUSG00000109121.1	13.2185756153591	7.73637853135978	2.74420120921272	1.96049106741898e-07	6.83327584261162e-07	RP24-236C17.2
ENSMUSG00000048965.9	322.004800569902	2.46366100021308	0.510954051353523	1.97304742210072e-07	6.87613401343212e-07	Mrgpre
ENSMUSG00000040606.13	6286.00495816499	-0.913037207756291	0.178535467669292	1.97833341360222e-07	6.89182930678431e-07	Kazn
ENSMUSG00000046942.17	954.15649068929	-2.74572074693064	0.575170812456779	1.97818134460818e-07	6.89182930678431e-07	Mageb16
ENSMUSG00000089916.1	15.5005391478894	-7.7744188567168	2.80774815834412	1.97826687204e-07	6.89182930678431e-07	AC159255.3
ENSMUSG00000026227.11	107.118325354963	2.69201719824888	0.561523075491048	1.98164546301698e-07	6.90245744710026e-07	AC102506.1
ENSMUSG00000053205.9	1766.84970305903	-0.762761246704152	0.148484776214674	1.98192987558446e-07	6.90253832657754e-07	Styx
ENSMUSG00000078511.3	29.4165184744464	3.51810241396885	0.734216746713058	1.98268479805262e-07	6.90425763053585e-07	Pramef25
ENSMUSG00000021497.10	4564.76738042396	0.95086213700681	0.186074083323588	1.98993295354962e-07	6.92858473826824e-07	Txndc15
ENSMUSG00000044628.4	1048.60338378134	1.1982950042729	0.237064980329591	1.99321054657819e-07	6.93908248115161e-07	Rnf208
ENSMUSG00000074887.4	1193.61426690754	-3.04757923276281	0.643256215071187	1.99851303303068e-07	6.9566259119997e-07	RP24-549E10.3
ENSMUSG00000022019.16	2270.35725346614	1.2293360785318	0.245067736449546	2.01744274250321e-07	7.02159348823024e-07	Tdrd3
ENSMUSG00000107804.1	14.4153437310513	7.86362244446914	2.77684901986823	2.03281655702474e-07	7.07416949598272e-07	RP23-62E9.2
ENSMUSG00000064371.1	149.348254478328	1.80880963339752	0.367369845724907	2.03469261876951e-07	7.07976587705355e-07	mt-Tt
ENSMUSG00000027864.9	9880.99465263334	-1.94413808585378	0.398641765312761	2.03810084215483e-07	7.090691279045e-07	Ptgfrn
ENSMUSG00000029458.14	3839.14830525249	0.856115475791263	0.167264151260166	2.0567161910645e-07	7.15451346337522e-07	Brap
ENSMUSG00000022552.16	2723.16210861657	0.898920314170817	0.175914313846291	2.05706460212279e-07	7.15478365889693e-07	Sharpin
ENSMUSG00000023909.3	1830.65014847842	1.78683458492155	0.363994017887203	2.07296275484151e-07	7.20913103331972e-07	Paqr4
ENSMUSG00000078952.9	8373.09148684797	-3.04975662303985	0.644892643757882	2.07695156672438e-07	7.22205250708227e-07	Lncenc1
ENSMUSG00000027999.15	1158.06948520579	-0.917561197477995	0.179926996075026	2.09013141359615e-07	7.26692578175312e-07	Pla2g12a
ENSMUSG00000032030.16	6514.72252208267	0.832333014774748	0.162556158197611	2.09329722887629e-07	7.27697525223804e-07	Cul5
ENSMUSG00000026510.10	4044.44396848225	1.07675596335091	0.212312338331953	2.10085671128318e-07	7.30229387203479e-07	Trp53bp2
ENSMUSG00000022595.7	39.4870766029362	-4.8378925838246	1.01859983954101	2.1013131012134e-07	7.30291969039537e-07	Lypd2
ENSMUSG00000071419.7	186.783661893723	-1.3077509289725	0.260716849716644	2.10414296338413e-07	7.31179304317586e-07	Rps15-ps2
ENSMUSG00000034226.7	237.672959752907	1.31666928292378	0.262355801668488	2.10734557232268e-07	7.321959169047e-07	Rhov
ENSMUSG00000041773.8	20915.123005753	1.44561100020298	0.292026930804897	2.11702788517354e-07	7.35463335368493e-07	Enc1
ENSMUSG00000108394.1	42.2432100315283	-1.79254248348226	0.363116232746809	2.12804767888853e-07	7.39194479626541e-07	RP24-333B11.4
ENSMUSG00000113102.1	13.0820635783839	7.71378995438668	2.74275348302749	2.13562328845274e-07	7.41728435325807e-07	RP24-68E20.7
ENSMUSG00000040918.12	6543.02029647133	-1.98794113520227	0.407442545348325	2.13602536591554e-07	7.41770595861365e-07	Slc19a2
ENSMUSG00000107019.1	60.9251684134112	1.66000600469748	0.335415846507001	2.1425898752241e-07	7.43952471850577e-07	RP24-470E5.4
ENSMUSG00000037221.13	1492.01816908826	1.10205683752933	0.217706437536673	2.15263161277467e-07	7.47340983063536e-07	Mospd3
ENSMUSG00000065738.1	140.15978471531	-1.32273124308513	0.26370180513799	2.16411310670887e-07	7.51228386588669e-07	Gm24494
ENSMUSG00000030811.14	14321.8182963726	1.03092582645117	0.2031318371621	2.1697312663072e-07	7.53079697592596e-07	Fbxl19
ENSMUSG00000022742.6	2673.3230917981	-1.50689191294195	0.303660194585644	2.17051234475312e-07	7.53250108496843e-07	Cpox
ENSMUSG00000035187.10	80.4164104356635	3.16353963670222	0.668087511530562	2.17079230571459e-07	7.53250108496843e-07	Nkx6-1
ENSMUSG00000061132.13	362.868305940197	-3.57163022149909	0.762880735703067	2.17346308168273e-07	7.54077837201386e-07	Blnk
ENSMUSG00000030110.13	754.205374306903	2.21733125854493	0.45884968980972	2.1770873962307e-07	7.55236133108281e-07	Ret
ENSMUSG00000103469.1	27.1457899478857	-2.46902984001206	0.511174653639163	2.1804485216915e-07	7.56302836103704e-07	RP23-186E14.5
ENSMUSG00000045573.9	478.689725654165	1.99616185271307	0.409500609049217	2.19727302053388e-07	7.62038505428464e-07	Penk
ENSMUSG00000004591.16	10081.0580985701	-0.891703885169316	0.17486811683469	2.1999334256544e-07	7.62861050252839e-07	Pkn2
ENSMUSG00000028138.8	15006.1493991145	-0.865800633694707	0.169878213338198	2.20482948404106e-07	7.64458524990199e-07	Adh5
ENSMUSG00000014850.15	2471.74089897491	0.811799766180382	0.15878970111946	2.21226889027112e-07	7.66937294545388e-07	Msh3
ENSMUSG00000005981.11	8058.47976339487	-0.994245989082882	0.196004658823037	2.22333979620208e-07	7.70674197196121e-07	Trap1
ENSMUSG00000105912.1	10.4546168562389	7.37119765844205	2.66045033007993	2.24026038220133e-07	7.76437522890944e-07	RP24-482F14.1
ENSMUSG00000004098.7	501.117314154301	-2.22087688609738	0.46044604869097	2.24277114881678e-07	7.77205784812233e-07	Col5a3
ENSMUSG00000004268.11	6766.45730231946	-0.823547645879863	0.161463983407006	2.27050451802103e-07	7.86713293532735e-07	Emg1
ENSMUSG00000042641.18	10.8356325276997	7.43804876511528	2.67697763729736	2.27217956855824e-07	7.87190475331524e-07	Rgsl1
ENSMUSG00000045087.8	82.1267675138895	1.61853876151416	0.327962514727098	2.27369603888662e-07	7.87612599549831e-07	S1pr5
ENSMUSG00000051413.17	2781.88972128394	1.21996344323545	0.24275658741794	2.27885965962548e-07	7.8929782732533e-07	Plagl2
ENSMUSG00000039059.11	258.649624886318	2.71622844074628	0.571179183829681	2.28850596025357e-07	7.92535015222398e-07	Hrh3
ENSMUSG00000060550.15	466.834200842734	-1.41472108878192	0.284441002567321	2.30148752552967e-07	7.96926242625427e-07	H2-Q7
ENSMUSG00000022090.10	1667.25993105625	-3.19990263607316	0.681769952663663	2.30789316106022e-07	7.99039598681232e-07	Pdlim2
ENSMUSG00000040848.11	4020.96289914988	-2.17847356409696	0.452951218803574	2.30963214354162e-07	7.99536922417795e-07	Sft2d2
ENSMUSG00000028149.12	6789.69790998316	0.927483813039002	0.182485226689249	2.31000590724067e-07	7.99561573158471e-07	Rap1gds1
ENSMUSG00000079317.10	1196.0722203038	1.00784234269443	0.198862491913267	2.31228799109143e-07	8.00246657157849e-07	Trappc2
ENSMUSG00000092366.2	27.2574983768688	-3.36625531670001	0.703491365764292	2.32385650023368e-07	8.04145027257764e-07	RP23-108F2.43
ENSMUSG00000069743.4	671.957718565361	-1.31995606121168	0.264208118392554	2.32616227274002e-07	8.04837527909146e-07	Zfp820
ENSMUSG00000004748.5	491.058555977287	-1.32906366320613	0.266204521078648	2.33223071021343e-07	8.06831535263911e-07	Mtfp1
ENSMUSG00000074479.3	140.644193745231	-1.41415266964386	0.284215249399934	2.33901965567623e-07	8.09074246604132e-07	RP23-398K14.7
ENSMUSG00000039903.17	162.869813492838	-1.99281779431657	0.41027031712627	2.34803309715135e-07	8.12085730381085e-07	Eva1c
ENSMUSG00000028933.11	1361.32704877653	-1.12062238272723	0.222540423886843	2.35055986014771e-07	8.12746898130624e-07	Xrcc2
ENSMUSG00000059119.9	16037.1426125683	0.918156938210099	0.180584622239565	2.35050523583289e-07	8.12746898130624e-07	Nap1l4
ENSMUSG00000043411.15	20009.7422528647	-1.0164903150688	0.201127988930412	2.35880968261565e-07	8.15492719551068e-07	Usp48
ENSMUSG00000046667.14	549.52195846128	0.914627764726453	0.180065199587847	2.36771899689561e-07	8.18465793733946e-07	Rbm12b1
ENSMUSG00000020585.4	44683.3338179065	-1.98503533496086	0.409254368428291	2.37664621328619e-07	8.21444277772878e-07	Laptm4a
ENSMUSG00000025903.14	7206.67481454882	-1.33398343532592	0.267057189272262	2.3800130178287e-07	8.2250037952346e-07	Lypla1
ENSMUSG00000033737.14	2867.04412009042	-2.34812249956143	0.490168153502837	2.3930850147882e-07	8.2690975007594e-07	Fndc3c1
ENSMUSG00000100383.1	47.4563495745636	-6.49544944783003	1.34567965040192	2.40476097506219e-07	8.3083564241036e-07	RP23-128A11.6
ENSMUSG00000019761.10	325.565380127381	1.40917812851907	0.283446489568351	2.40663585489933e-07	8.31374715521891e-07	Krt10
ENSMUSG00000026150.14	10901.4866408797	0.884414890702218	0.173891351965183	2.41183031234118e-07	8.33060249173183e-07	Mff
ENSMUSG00000032268.13	162.906796112805	-2.7394033871295	0.578233071510935	2.41222540093358e-07	8.33087828939778e-07	Tmprss5
